0.0	1.0
2.0	1.0
2.0	0.5
3.0	0.5
3.0	1.0
5.0	1.0
5.0	0.0
3.5	0.0
2.0	0.0
0.0	0.0
1.2	0.5
1.197537668	0.531286893
1.190211303	0.561803399
1.178201305	0.5907981
1.161803399	0.61755705
1.141421356	0.641421356
1.11755705	0.661803399
1.0907981	0.678201305
1.061803399	0.690211303
1.031286893	0.697537668
1	0.7
0.968713107	0.697537668
0.938196601	0.690211303
0.9092019	0.678201305
0.88244295	0.661803399
0.858578644	0.641421356
0.838196601	0.61755705
0.821798695	0.5907981
0.809788697	0.561803399
0.802462332	0.531286893
0.8	0.5
0.802462332	0.468713107
0.809788697	0.438196601
0.821798695	0.4092019
0.838196601	0.38244295
0.858578644	0.358578644
0.88244295	0.338196601
0.9092019	0.321798695
0.938196601	0.309788697
0.968713107	0.302462332
1	0.3
1.031286893	0.302462332
1.061803399	0.309788697
1.0907981	0.321798695
1.11755705	0.338196601
1.141421356	0.358578644
1.161803399	0.38244295
1.178201305	0.4092019
1.190211303	0.438196601
1.197537668	0.468713107
4.2	0.5
4.197537668	0.531286893
4.190211303	0.561803399
4.178201305	0.5907981
4.161803399	0.61755705
4.141421356	0.641421356
4.11755705	0.661803399
4.0907981	0.678201305
4.061803399	0.690211303
4.031286893	0.697537668
4	0.7
3.968713107	0.697537668
3.938196601	0.690211303
3.9092019	0.678201305
3.88244295	0.661803399
3.858578644	0.641421356
3.838196601	0.61755705
3.821798695	0.5907981
3.809788697	0.561803399
3.802462332	0.531286893
3.8	0.5
3.802462332	0.468713107
3.809788697	0.438196601
3.821798695	0.4092019
3.838196601	0.38244295
3.858578644	0.358578644
3.88244295	0.338196601
3.9092019	0.321798695
3.938196601	0.309788697
3.968713107	0.302462332
4	0.3
4.031286893	0.302462332
4.061803399	0.309788697
4.0907981	0.321798695
4.11755705	0.338196601
4.141421356	0.358578644
4.161803399	0.38244295
4.178201305	0.4092019
4.190211303	0.438196601
4.197537668	0.468713107
